,owners
10290,20000-50000
40004,0-20000
35313,0-20000
40333,0-20000
47274,0-20000
48543,0-20000
58557,0-20000
7478,50000-100000
15553,20000-50000
54158,0-20000
12322,20000-50000
49338,0-20000
19508,0-20000
33922,0-20000
22753,0-20000
11792,20000-50000
35683,0-20000
17791,20000-50000
40726,0-20000
31971,0-20000
56146,0-20000
42980,0-20000
58202,0-20000
45780,0-20000
58583,0-20000
47326,0-20000
51870,0-20000
20387,0-20000
10959,20000-50000
32806,0-20000
41677,0-20000
15470,20000-50000
41781,0-20000
32522,0-20000
28953,0-20000
36651,0-20000
55188,0-20000
15881,20000-50000
29131,0-20000
54470,0-20000
26458,0-20000
38745,0-20000
14177,20000-50000
31229,0-20000
41578,0-20000
21157,0-20000
12658,20000-50000
8793,50000-100000
7565,50000-100000
31545,0-20000
2850,200000-500000
26401,0-20000
12519,20000-50000
8271,50000-100000
55467,0-20000
19043,0-20000
8028,50000-100000
629,>1000000
27267,0-20000
37060,0-20000
54938,0-20000
9807,0-20000
33848,0-20000
14431,20000-50000
38578,0-20000
28095,0-20000
19607,0-20000
3515,200000-500000
45406,0-20000
13403,20000-50000
45647,0-20000
52115,0-20000
23949,0-20000
16851,20000-50000
53341,0-20000
52567,0-20000
45314,0-20000
42725,0-20000
25670,0-20000
54645,0-20000
51204,0-20000
6500,100000-200000
54557,0-20000
21679,0-20000
13685,20000-50000
44487,0-20000
17332,20000-50000
23851,0-20000
6750,50000-100000
7085,50000-100000
22932,0-20000
35673,0-20000
54254,0-20000
28169,0-20000
46646,0-20000
44156,0-20000
3476,200000-500000
7708,50000-100000
8273,50000-100000
44495,0-20000
37695,0-20000
36028,0-20000
29057,0-20000
52106,0-20000
11190,20000-50000
57127,50000-100000
8213,50000-100000
58728,0-20000
20977,0-20000
39425,0-20000
12459,20000-50000
36657,0-20000
26195,0-20000
19468,0-20000
31360,0-20000
36604,0-20000
18748,0-20000
39529,0-20000
18979,0-20000
51543,0-20000
45688,0-20000
50412,0-20000
40823,0-20000
11465,20000-50000
25891,0-20000
20759,0-20000
6131,100000-200000
40598,0-20000
17643,20000-50000
22789,0-20000
52179,0-20000
17323,20000-50000
39638,0-20000
54648,0-20000
42013,0-20000
31162,0-20000
42895,0-20000
55338,0-20000
25354,0-20000
12256,20000-50000
58298,0-20000
23687,0-20000
14496,20000-50000
36381,0-20000
18582,0-20000
1021,>1000000
54817,0-20000
33668,0-20000
34598,0-20000
39692,0-20000
20520,0-20000
3079,200000-500000
20443,0-20000
40791,0-20000
13306,20000-50000
17901,20000-50000
11865,20000-50000
9472,50000-100000
39727,0-20000
48515,0-20000
51152,0-20000
14724,20000-50000
45360,0-20000
24014,0-20000
53332,0-20000
4937,100000-200000
52130,0-20000
28634,0-20000
47655,0-20000
41294,0-20000
51286,0-20000
1103,500000-1000000
37896,0-20000
37140,0-20000
39386,0-20000
12257,20000-50000
1833,500000-1000000
16717,20000-50000
49017,0-20000
8972,50000-100000
46291,0-20000
41014,0-20000
51199,0-20000
27181,0-20000
1769,500000-1000000
50030,0-20000
23437,0-20000
40372,0-20000
43100,0-20000
32781,0-20000
16042,20000-50000
20490,20000-50000
42933,0-20000
14039,20000-50000
4860,100000-200000
54987,0-20000
55958,0-20000
37580,0-20000
39713,0-20000
2033,200000-500000
35022,0-20000
23174,0-20000
18990,0-20000
4979,100000-200000
14409,20000-50000
10502,0-20000
46916,0-20000
16601,20000-50000
41403,0-20000
11694,20000-50000
16408,20000-50000
22703,0-20000
57203,0-20000
4878,100000-200000
43447,0-20000
47628,0-20000
39831,0-20000
32040,0-20000
809,>1000000
13100,20000-50000
24236,0-20000
15781,20000-50000
6798,50000-100000
6815,50000-100000
5564,100000-200000
3030,200000-500000
31661,0-20000
38812,0-20000
33685,0-20000
47398,0-20000
54130,0-20000
6875,50000-100000
31634,0-20000
24951,0-20000
57260,0-20000
4571,100000-200000
35920,0-20000
32231,0-20000
29896,0-20000
21759,0-20000
8645,50000-100000
12489,20000-50000
20722,0-20000
10260,50000-100000
8292,50000-100000
10449,50000-100000
36200,0-20000
17781,20000-50000
47738,0-20000
19405,0-20000
56196,0-20000
37972,0-20000
26092,0-20000
13321,20000-50000
26706,0-20000
15268,20000-50000
7364,50000-100000
27927,0-20000
32842,0-20000
27845,0-20000
56027,0-20000
13207,20000-50000
39686,0-20000
53026,0-20000
41815,0-20000
12532,20000-50000
12711,20000-50000
28394,0-20000
55985,0-20000
57900,0-20000
38214,0-20000
29969,0-20000
49814,0-20000
48664,0-20000
41524,0-20000
45228,0-20000
45592,0-20000
37412,0-20000
58778,0-20000
698,>1000000
45426,0-20000
1825,500000-1000000
3671,200000-500000
44274,0-20000
44693,0-20000
1823,500000-1000000
44779,0-20000
51453,0-20000
13179,20000-50000
35410,0-20000
18186,20000-50000
47741,0-20000
24744,0-20000
24043,0-20000
55797,0-20000
56084,0-20000
1876,500000-1000000
27969,0-20000
41306,0-20000
23239,0-20000
30402,0-20000
39217,0-20000
12955,20000-50000
15956,20000-50000
40350,0-20000
40837,0-20000
49168,0-20000
32429,0-20000
53684,0-20000
23048,0-20000
28857,0-20000
42567,0-20000
46328,0-20000
6845,50000-100000
32526,0-20000
8274,50000-100000
4417,100000-200000
33389,0-20000
46592,0-20000
33282,0-20000
15972,20000-50000
16674,20000-50000
12933,20000-50000
9541,50000-100000
17324,20000-50000
27176,0-20000
14358,0-20000
14609,20000-50000
29735,0-20000
41426,0-20000
33597,0-20000
51552,20000-50000
58504,0-20000
58256,0-20000
6234,100000-200000
11159,20000-50000
26031,0-20000
2117,200000-500000
55700,0-20000
39900,0-20000
7302,50000-100000
11309,20000-50000
46254,0-20000
33704,0-20000
4272,100000-200000
27830,0-20000
52017,0-20000
49993,0-20000
14001,0-20000
22085,0-20000
7879,50000-100000
56626,0-20000
30488,0-20000
47807,0-20000
11775,20000-50000
10410,50000-100000
12995,20000-50000
58165,0-20000
52007,0-20000
3500,200000-500000
11939,20000-50000
13373,20000-50000
7283,50000-100000
32575,0-20000
54776,0-20000
18155,20000-50000
5724,100000-200000
11033,20000-50000
34804,0-20000
38447,0-20000
5733,100000-200000
27507,0-20000
23352,0-20000
22669,0-20000
40263,0-20000
12239,20000-50000
53105,0-20000
57784,0-20000
19773,0-20000
43618,0-20000
12799,20000-50000
34529,0-20000
7923,50000-100000
33024,0-20000
4823,100000-200000
4226,100000-200000
51927,0-20000
24034,0-20000
46406,0-20000
48857,0-20000
54956,0-20000
37659,0-20000
26523,0-20000
25647,0-20000
55959,0-20000
34285,0-20000
3101,200000-500000
7574,50000-100000
29232,0-20000
4023,200000-500000
9099,50000-100000
47257,0-20000
56971,0-20000
17829,20000-50000
54037,0-20000
41055,0-20000
4953,100000-200000
16302,20000-50000
46510,0-20000
30014,0-20000
2794,200000-500000
37795,0-20000
27674,0-20000
36276,0-20000
6003,100000-200000
46793,0-20000
24867,0-20000
26105,0-20000
5272,100000-200000
36201,0-20000
56266,0-20000
27520,0-20000
11896,20000-50000
53358,0-20000
18752,0-20000
49439,0-20000
10276,50000-100000
10110,50000-100000
30482,0-20000
47228,0-20000
4504,100000-200000
1650,500000-1000000
43725,0-20000
530,>1000000
20228,0-20000
36720,0-20000
27127,0-20000
20578,0-20000
52245,0-20000
13927,20000-50000
58632,0-20000
46280,0-20000
57863,0-20000
10976,50000-100000
7267,50000-100000
12379,20000-50000
12674,20000-50000
16734,20000-50000
48795,0-20000
33141,0-20000
8582,50000-100000
23897,0-20000
42866,0-20000
46797,0-20000
22951,0-20000
45824,0-20000
49333,0-20000
26760,0-20000
40293,0-20000
34049,0-20000
56669,0-20000
42492,0-20000
12652,20000-50000
29948,0-20000
51914,0-20000
3444,200000-500000
50049,0-20000
29719,0-20000
48644,0-20000
33830,0-20000
38802,0-20000
29482,0-20000
3113,200000-500000
24407,0-20000
57351,0-20000
53122,0-20000
54325,0-20000
8393,50000-100000
23051,0-20000
35042,0-20000
24643,0-20000
47900,0-20000
52816,0-20000
35658,0-20000
50262,0-20000
36718,0-20000
18505,0-20000
29315,0-20000
3412,200000-500000
57088,50000-100000
50916,0-20000
3498,200000-500000
37131,0-20000
9950,50000-100000
34335,0-20000
37351,0-20000
20370,0-20000
33505,0-20000
53959,0-20000
53228,0-20000
42121,0-20000
31059,0-20000
41658,0-20000
49317,0-20000
37259,0-20000
2440,200000-500000
22425,0-20000
45416,0-20000
37170,0-20000
12364,20000-50000
39186,0-20000
41869,0-20000
9568,50000-100000
37821,0-20000
34184,0-20000
7177,50000-100000
52740,0-20000
47562,0-20000
41339,0-20000
47445,0-20000
30113,0-20000
35863,0-20000
31715,0-20000
46458,0-20000
58756,0-20000
18677,0-20000
13580,20000-50000
3793,200000-500000
46086,0-20000
48780,0-20000
54972,0-20000
35381,0-20000
47923,0-20000
44444,0-20000
47845,0-20000
27902,0-20000
32308,0-20000
26596,0-20000
48072,0-20000
47993,0-20000
13117,20000-50000
29075,0-20000
19517,0-20000
18875,0-20000
41765,0-20000
10215,50000-100000
53126,0-20000
37839,0-20000
53571,0-20000
40751,0-20000
19260,0-20000
53928,0-20000
45673,0-20000
57860,0-20000
6836,50000-100000
48098,0-20000
27713,0-20000
18488,0-20000
32120,0-20000
43103,0-20000
37798,0-20000
11085,20000-50000
1019,500000-1000000
33633,0-20000
13070,20000-50000
20848,0-20000
38101,0-20000
58692,0-20000
45157,0-20000
10979,0-20000
6908,50000-100000
10426,50000-100000
22032,0-20000
18515,0-20000
666,>1000000
3939,200000-500000
25490,0-20000
36392,0-20000
41771,0-20000
17873,20000-50000
43501,0-20000
11048,20000-50000
47237,0-20000
7942,50000-100000
51694,0-20000
42743,0-20000
7058,50000-100000
58931,0-20000
14418,20000-50000
16183,20000-50000
14804,20000-50000
46309,0-20000
13227,20000-50000
9189,50000-100000
48349,0-20000
28339,0-20000
28083,0-20000
11154,20000-50000
4010,200000-500000
26011,0-20000
38835,0-20000
28376,0-20000
32322,0-20000
44623,0-20000
43034,0-20000
11581,20000-50000
35556,0-20000
54613,0-20000
53615,0-20000
52312,0-20000
29393,0-20000
8405,50000-100000
57100,0-20000
57072,0-20000
38462,0-20000
40364,0-20000
53701,0-20000
53065,0-20000
8736,50000-100000
32194,0-20000
57850,0-20000
58034,0-20000
28194,0-20000
38191,0-20000
25648,0-20000
20054,0-20000
29944,0-20000
49444,0-20000
29065,0-20000
49012,0-20000
11157,20000-50000
57952,0-20000
865,>1000000
17338,20000-50000
33190,0-20000
34521,0-20000
19465,0-20000
46372,0-20000
26081,0-20000
28990,0-20000
53837,0-20000
29263,0-20000
33254,0-20000
8364,50000-100000
35003,0-20000
18624,0-20000
42652,0-20000
55906,0-20000
30664,0-20000
6274,100000-200000
44528,0-20000
36858,0-20000
15164,20000-50000
9838,50000-100000
16752,20000-50000
19382,20000-50000
38761,0-20000
1677,500000-1000000
34284,0-20000
40098,0-20000
18295,20000-50000
30486,0-20000
31638,0-20000
52732,0-20000
3974,200000-500000
9401,50000-100000
45817,0-20000
49791,0-20000
35147,0-20000
13004,20000-50000
37939,0-20000
42927,0-20000
40069,0-20000
33512,0-20000
20760,0-20000
1605,500000-1000000
51678,0-20000
238,>1000000
50670,0-20000
6572,100000-200000
54633,0-20000
47403,0-20000
28331,0-20000
3685,200000-500000
14208,20000-50000
32303,0-20000
40913,0-20000
40986,0-20000
34354,0-20000
8477,50000-100000
50302,0-20000
4240,100000-200000
34225,0-20000
26296,0-20000
27002,0-20000
47172,0-20000
28741,0-20000
37903,0-20000
49824,0-20000
16343,20000-50000
25437,0-20000
9822,50000-100000
2009,200000-500000
52283,0-20000
14840,20000-50000
45148,0-20000
53023,0-20000
16535,20000-50000
54810,0-20000
28190,0-20000
44459,0-20000
50220,0-20000
14203,20000-50000
10549,20000-50000
14285,20000-50000
5859,100000-200000
51231,0-20000
31008,0-20000
17776,20000-50000
57521,0-20000
24798,0-20000
53558,0-20000
57528,0-20000
22833,0-20000
56154,0-20000
26044,0-20000
9513,50000-100000
9653,50000-100000
6043,100000-200000
39434,0-20000
44930,0-20000
54051,0-20000
16083,20000-50000
9069,50000-100000
46814,0-20000
25732,0-20000
6221,100000-200000
45315,0-20000
12767,100000-200000
37283,0-20000
15373,20000-50000
26816,0-20000
23770,0-20000
45539,0-20000
51602,0-20000
37642,0-20000
38724,0-20000
28619,0-20000
55645,0-20000
42951,0-20000
17811,20000-50000
33964,0-20000
42855,0-20000
13967,20000-50000
13254,20000-50000
6076,100000-200000
57881,0-20000
22040,0-20000
35118,0-20000
22352,0-20000
10023,50000-100000
3035,200000-500000
19278,0-20000
44711,0-20000
33064,0-20000
10317,50000-100000
37214,0-20000
54199,0-20000
1181,500000-1000000
46279,0-20000
3142,200000-500000
7728,50000-100000
49153,0-20000
57663,0-20000
48503,0-20000
56607,0-20000
16427,20000-50000
10751,20000-50000
25731,0-20000
8415,50000-100000
27985,0-20000
33773,0-20000
41756,0-20000
2937,200000-500000
2584,200000-500000
31817,0-20000
15908,20000-50000
24559,0-20000
29384,0-20000
50043,0-20000
13033,20000-50000
12512,20000-50000
29656,0-20000
36730,0-20000
1928,500000-1000000
10370,50000-100000
21313,0-20000
8121,50000-100000
44908,0-20000
40564,0-20000
8020,50000-100000
1307,500000-1000000
29221,0-20000
27686,0-20000
52416,0-20000
52668,0-20000
13485,20000-50000
48050,0-20000
28854,0-20000
24680,0-20000
45556,0-20000
43749,0-20000
42375,0-20000
14521,20000-50000
56265,0-20000
2351,200000-500000
57851,0-20000
47584,0-20000
38031,0-20000
21899,0-20000
57360,0-20000
38417,0-20000
10420,20000-50000
40165,0-20000
52879,0-20000
24568,0-20000
944,>1000000
17521,20000-50000
7673,50000-100000
16564,20000-50000
36413,0-20000
11564,20000-50000
19223,0-20000
17893,20000-50000
28859,0-20000
51795,0-20000
14798,20000-50000
28463,0-20000
2985,200000-500000
29657,0-20000
36143,0-20000
50625,0-20000
37032,0-20000
18101,20000-50000
46841,0-20000
32514,0-20000
9482,50000-100000
14884,20000-50000
6779,50000-100000
37061,0-20000
53977,0-20000
37269,0-20000
24725,0-20000
40606,0-20000
35879,0-20000
18706,0-20000
50802,0-20000
4876,50000-100000
8402,50000-100000
16662,20000-50000
30202,0-20000
55255,0-20000
43393,0-20000
36462,0-20000
58461,0-20000
41358,0-20000
13779,20000-50000
14634,20000-50000
32986,0-20000
10152,50000-100000
39761,0-20000
30902,0-20000
3549,200000-500000
6551,100000-200000
31190,0-20000
9271,50000-100000
28615,0-20000
57409,0-20000
48478,0-20000
24585,0-20000
28923,0-20000
572,>1000000
31384,0-20000
37949,0-20000
30270,0-20000
24903,0-20000
9806,50000-100000
8317,50000-100000
57101,0-20000
28682,0-20000
22165,0-20000
40056,0-20000
6469,100000-200000
56398,0-20000
7489,50000-100000
37208,0-20000
24349,0-20000
32070,0-20000
54173,0-20000
33048,0-20000
1695,500000-1000000
36018,0-20000
20576,0-20000
53793,0-20000
58670,0-20000
48963,0-20000
51753,0-20000
50350,0-20000
34779,0-20000
11943,20000-50000
54050,0-20000
8471,50000-100000
13384,20000-50000
33306,0-20000
6723,50000-100000
6083,100000-200000
39248,0-20000
29074,0-20000
343,>1000000
40626,0-20000
28929,0-20000
3955,200000-500000
10189,50000-100000
26487,0-20000
6685,50000-100000
29784,0-20000
24015,0-20000
41073,0-20000
17915,20000-50000
21530,0-20000
3886,200000-500000
54376,0-20000
48639,0-20000
9989,50000-100000
42466,0-20000
58820,0-20000
22918,0-20000
56555,0-20000
11499,20000-50000
36025,0-20000
28070,0-20000
997,>1000000
3385,200000-500000
41534,0-20000
5587,100000-200000
38344,0-20000
41105,0-20000
47878,0-20000
58730,0-20000
5156,100000-200000
26723,0-20000
4313,100000-200000
19514,0-20000
30714,0-20000
11497,20000-50000
11464,20000-50000
56603,0-20000
41162,0-20000
40481,0-20000
32664,0-20000
26980,0-20000
11312,20000-50000
17085,20000-50000
17987,20000-50000
25966,0-20000
7817,50000-100000
51912,0-20000
46721,0-20000
36756,0-20000
11864,20000-50000
14406,20000-50000
35949,0-20000
27287,0-20000
47549,0-20000
6150,100000-200000
11646,100000-200000
13457,20000-50000
34480,0-20000
15886,20000-50000
11008,20000-50000
360,>1000000
57544,0-20000
55827,0-20000
16045,20000-50000
40568,0-20000
31451,0-20000
23328,0-20000
45810,0-20000
46074,0-20000
6758,50000-100000
41068,0-20000
27801,0-20000
7546,50000-100000
36349,0-20000
28158,0-20000
57262,0-20000
5778,100000-200000
27859,0-20000
19857,0-20000
3395,100000-200000
37052,0-20000
24719,0-20000
4518,100000-200000
34207,0-20000
3758,200000-500000
27085,0-20000
57960,0-20000
17725,20000-50000
57806,0-20000
36180,0-20000
18741,0-20000
1110,500000-1000000
19733,0-20000
4501,100000-200000
8047,50000-100000
56127,0-20000
21990,0-20000
51791,0-20000
1633,500000-1000000
13551,20000-50000
33628,0-20000
14025,0-20000
36716,0-20000
26911,0-20000
48068,0-20000
515,>1000000
18891,0-20000
41727,0-20000
50169,0-20000
22962,0-20000
892,>1000000
32160,0-20000
40485,0-20000
42509,0-20000
9922,50000-100000
36511,0-20000
15394,20000-50000
7499,50000-100000
28501,0-20000
43516,0-20000
52734,0-20000
12796,20000-50000
36957,0-20000
31929,0-20000
40433,0-20000
21746,0-20000
3935,200000-500000
57471,0-20000
40762,0-20000
57326,0-20000
39863,0-20000
38379,0-20000
39592,0-20000
9908,50000-100000
13110,20000-50000
58080,0-20000
20780,0-20000
46659,0-20000
29107,0-20000
1135,500000-1000000
35396,0-20000
42067,0-20000
5521,100000-200000
13536,20000-50000
29579,0-20000
45023,0-20000
54255,0-20000
20790,0-20000
5929,100000-200000
28641,0-20000
30759,0-20000
37879,0-20000
20283,0-20000
14459,20000-50000
24743,0-20000
51404,0-20000
24424,0-20000
5523,100000-200000
15182,20000-50000
9816,50000-100000
21216,0-20000
29420,0-20000
10470,50000-100000
52412,0-20000
49646,0-20000
665,>1000000
24802,0-20000
52324,0-20000
20752,0-20000
38674,0-20000
39554,0-20000
52781,0-20000
22546,0-20000
26225,0-20000
39151,0-20000
13292,20000-50000
34967,0-20000
17837,20000-50000
48566,0-20000
42230,0-20000
3346,200000-500000
50241,0-20000
11607,20000-50000
4275,100000-200000
27553,0-20000
4207,100000-200000
2149,200000-500000
19200,0-20000
40169,0-20000
45521,0-20000
31092,0-20000
30948,0-20000
35634,0-20000
23971,0-20000
10494,50000-100000
26894,0-20000
43819,0-20000
10442,50000-100000
11366,20000-50000
44161,0-20000
54381,0-20000
49786,0-20000
22133,0-20000
29358,0-20000
29492,0-20000
17722,20000-50000
37381,0-20000
28660,0-20000
50381,0-20000
49469,0-20000
34017,0-20000
52735,0-20000
33788,0-20000
9760,50000-100000
51695,0-20000
44470,0-20000
25825,0-20000
8161,50000-100000
50696,0-20000
11346,20000-50000
15967,20000-50000
38002,0-20000
56952,0-20000
29177,0-20000
7020,50000-100000
51443,0-20000
978,>1000000
51234,0-20000
19266,0-20000
18607,0-20000
57997,0-20000
52204,0-20000
37074,0-20000
31383,0-20000
41757,0-20000
20046,0-20000
29848,0-20000
44507,0-20000
47885,0-20000
10665,20000-50000
7170,50000-100000
39265,0-20000
32858,0-20000
40737,0-20000
56355,0-20000
13010,20000-50000
30412,0-20000
47420,0-20000
17640,20000-50000
4530,100000-200000
2971,200000-500000
15230,20000-50000
26613,0-20000
12475,20000-50000
41273,0-20000
52774,0-20000
18650,0-20000
9771,50000-100000
58082,0-20000
49076,0-20000
53403,0-20000
29147,0-20000
35762,0-20000
18071,20000-50000
31712,0-20000
14967,20000-50000
44347,0-20000
49347,0-20000
52549,0-20000
37908,0-20000
43380,0-20000
56454,0-20000
32697,0-20000
48846,0-20000
19028,0-20000
44885,0-20000
58603,0-20000
24677,0-20000
15934,20000-50000
16620,20000-50000
37395,0-20000
41012,0-20000
26574,0-20000
49802,0-20000
5307,100000-200000
11901,20000-50000
30637,0-20000
4159,100000-200000
8624,50000-100000
12685,200000-500000
36962,0-20000
3000,200000-500000
35686,0-20000
869,>1000000
17168,20000-50000
42215,0-20000
31967,0-20000
28087,0-20000
23879,0-20000
33566,0-20000
9691,50000-100000
55981,0-20000
21922,0-20000
28666,0-20000
44557,0-20000
32617,0-20000
30658,0-20000
48156,0-20000
5303,100000-200000
8225,50000-100000
4303,100000-200000
36563,0-20000
41158,0-20000
15022,20000-50000
36900,0-20000
32133,0-20000
33709,0-20000
9768,50000-100000
31406,0-20000
22274,0-20000
35099,0-20000
31909,0-20000
57889,0-20000
2565,200000-500000
30678,0-20000
47103,0-20000
49520,0-20000
16396,20000-50000
2030,200000-500000
53545,0-20000
31224,0-20000
52278,0-20000
12832,20000-50000
50218,0-20000
50861,0-20000
45206,0-20000
25888,0-20000
39992,0-20000
38384,0-20000
35843,0-20000
51302,0-20000
57026,0-20000
6774,50000-100000
12136,20000-50000
52802,0-20000
52809,0-20000
23935,0-20000
21555,0-20000
23377,0-20000
49828,0-20000
26432,0-20000
23916,0-20000
34425,0-20000
15106,20000-50000
21030,0-20000
24375,0-20000
54000,0-20000
34555,0-20000
36298,0-20000
47033,0-20000
50303,0-20000
32698,0-20000
21379,0-20000
49730,0-20000
5189,100000-200000
48372,0-20000
26991,0-20000
6671,50000-100000
17320,20000-50000
54378,0-20000
28075,0-20000
48298,0-20000
35103,0-20000
51925,0-20000
53524,0-20000
58186,0-20000
43087,0-20000
42158,0-20000
33204,0-20000
11590,20000-50000
51993,0-20000
18886,0-20000
2274,500000-1000000
44269,0-20000
12831,20000-50000
43353,0-20000
1484,500000-1000000
56218,0-20000
43610,0-20000
54011,0-20000
30238,0-20000
18853,0-20000
49005,0-20000
2352,200000-500000
46635,0-20000
39881,0-20000
15456,20000-50000
43806,0-20000
31591,0-20000
31407,0-20000
36600,0-20000
11531,20000-50000
2852,200000-500000
950,>1000000
50868,0-20000
8513,50000-100000
24405,0-20000
27059,0-20000
22079,0-20000
21651,0-20000
1574,500000-1000000
2821,200000-500000
25246,0-20000
53143,0-20000
32913,0-20000
33447,0-20000
47800,0-20000
38135,0-20000
43798,0-20000
46577,0-20000
36948,0-20000
15144,20000-50000
51163,0-20000
52680,0-20000
34149,0-20000
7774,50000-100000
3468,200000-500000
26020,0-20000
11837,20000-50000
37460,0-20000
14622,20000-50000
38718,0-20000
25362,0-20000
42461,0-20000
35037,0-20000
57965,0-20000
26365,0-20000
5418,100000-200000
22117,0-20000
42695,0-20000
9071,100000-200000
57202,0-20000
32378,0-20000
10051,50000-100000
7399,50000-100000
19020,0-20000
6682,100000-200000
30846,0-20000
11275,20000-50000
39141,0-20000
18615,0-20000
57111,0-20000
58322,0-20000
11507,20000-50000
35991,0-20000
53183,20000-50000
25932,0-20000
47891,0-20000
6625,100000-200000
31527,0-20000
23234,0-20000
51805,0-20000
12813,20000-50000
13441,20000-50000
13800,0-20000
12865,20000-50000
25913,0-20000
19875,0-20000
24189,0-20000
20958,0-20000
7285,50000-100000
23008,0-20000
5242,100000-200000
43731,0-20000
50193,0-20000
39480,0-20000
29024,0-20000
20966,0-20000
42541,0-20000
51447,0-20000
22012,0-20000
39257,0-20000
52901,0-20000
39548,0-20000
16241,20000-50000
45037,0-20000
56353,0-20000
13633,20000-50000
41259,0-20000
13995,20000-50000
29624,0-20000
29984,0-20000
16425,20000-50000
57919,0-20000
10047,50000-100000
18679,0-20000
47098,0-20000
26467,0-20000
46960,0-20000
46301,0-20000
42227,0-20000
27382,0-20000
11777,20000-50000
17261,20000-50000
8413,50000-100000
19874,0-20000
37581,0-20000
16069,20000-50000
53862,0-20000
28360,0-20000
42007,0-20000
965,>1000000
17605,20000-50000
13279,20000-50000
12730,20000-50000
50051,0-20000
20271,0-20000
45448,0-20000
27148,0-20000
37274,0-20000
23314,0-20000
14873,20000-50000
33682,0-20000
21452,0-20000
36089,0-20000
23867,0-20000
21912,0-20000
9596,50000-100000
5398,100000-200000
1672,500000-1000000
33281,0-20000
55736,0-20000
8824,50000-100000
31914,0-20000
34393,0-20000
32,>1000000
12782,20000-50000
49140,0-20000
53634,0-20000
51749,0-20000
3962,200000-500000
18668,0-20000
7981,50000-100000
9080,50000-100000
19695,0-20000
28133,0-20000
15910,0-20000
17254,20000-50000
12769,20000-50000
25634,0-20000
42595,0-20000
8552,50000-100000
36313,0-20000
1826,500000-1000000
8608,50000-100000
55697,0-20000
13007,20000-50000
53732,0-20000
2492,200000-500000
15625,20000-50000
10154,50000-100000
44639,0-20000
32802,0-20000
13700,20000-50000
54718,0-20000
36924,0-20000
31108,0-20000
52019,0-20000
13717,20000-50000
4865,100000-200000
22909,0-20000
16667,20000-50000
45963,0-20000
23440,0-20000
22571,0-20000
6822,50000-100000
20881,0-20000
30836,0-20000
17786,20000-50000
36571,0-20000
44439,0-20000
33260,0-20000
50066,0-20000
18317,20000-50000
46448,0-20000
43537,0-20000
48139,0-20000
29621,0-20000
51841,0-20000
7072,50000-100000
53824,0-20000
25948,0-20000
29327,0-20000
48556,0-20000
20326,0-20000
30244,0-20000
36761,0-20000
30949,0-20000
42165,0-20000
27419,0-20000
57279,0-20000
15870,20000-50000
8092,50000-100000
52798,0-20000
39781,0-20000
30366,0-20000
15054,20000-50000
57844,0-20000
25766,0-20000
47769,0-20000
27260,0-20000
1554,500000-1000000
57698,0-20000
9659,50000-100000
29548,0-20000
20362,0-20000
35793,0-20000
57382,0-20000
24243,0-20000
23633,0-20000
31812,0-20000
6542,100000-200000
32665,0-20000
43830,0-20000
26740,0-20000
39292,0-20000
57097,0-20000
11945,20000-50000
2875,200000-500000
58750,0-20000
42775,0-20000
37110,0-20000
37684,0-20000
39514,0-20000
29528,0-20000
27043,0-20000
58845,0-20000
43327,0-20000
22445,0-20000
23843,0-20000
35628,0-20000
56428,0-20000
28447,0-20000
32215,0-20000
22864,0-20000
33214,0-20000
8647,50000-100000
37039,0-20000
6770,50000-100000
25523,0-20000
34827,0-20000
53595,0-20000
29370,0-20000
35705,0-20000
34178,0-20000
23812,0-20000
33437,0-20000
3633,200000-500000
51843,0-20000
26267,0-20000
27343,0-20000
43356,0-20000
55788,0-20000
4173,100000-200000
13249,20000-50000
21451,0-20000
7950,50000-100000
58808,0-20000
29429,0-20000
36399,0-20000
30035,0-20000
29527,0-20000
34358,0-20000
55286,0-20000
28498,0-20000
31969,0-20000
31851,0-20000
10736,20000-50000
1186,200000-500000
14000,20000-50000
44103,0-20000
22897,0-20000
29172,0-20000
29447,0-20000
2685,200000-500000
33504,0-20000
14407,20000-50000
43675,0-20000
33694,0-20000
1962,200000-500000
50648,0-20000
2920,200000-500000
3767,200000-500000
10750,20000-50000
52317,0-20000
3473,200000-500000
25265,0-20000
22234,0-20000
20972,0-20000
11199,20000-50000
17918,20000-50000
9001,50000-100000
35824,0-20000
17334,20000-50000
25887,0-20000
46146,0-20000
18731,20000-50000
35347,0-20000
19132,0-20000
12247,20000-50000
12467,20000-50000
38992,0-20000
44034,0-20000
15051,20000-50000
12291,20000-50000
3349,200000-500000
8920,50000-100000
54231,0-20000
39490,0-20000
10816,20000-50000
1705,500000-1000000
35959,0-20000
22405,0-20000
22540,20000-50000
15723,20000-50000
10681,20000-50000
6971,50000-100000
36145,0-20000
55001,0-20000
100,>1000000
39942,0-20000
37230,0-20000
41260,0-20000
26510,0-20000
8805,50000-100000
41146,0-20000
54511,0-20000
40867,0-20000
33976,0-20000
5850,100000-200000
10808,20000-50000
50151,0-20000
16568,20000-50000
13619,20000-50000
19460,0-20000
19864,0-20000
20524,0-20000
692,>1000000
49299,0-20000
15391,20000-50000
42092,0-20000
24534,0-20000
56186,0-20000
23795,0-20000
23873,0-20000
3829,200000-500000
15443,20000-50000
5485,100000-200000
34081,0-20000
30940,0-20000
30168,0-20000
50152,0-20000
11292,20000-50000
16779,20000-50000
44942,0-20000
33580,0-20000
